t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
43852548, 2118, 0.25, 0.22, 1.28, -506.77, 6.53, 35.40, 1, 14220, 4465
43867168, 2119, 0.21, 0.34, 0.96, -546.57, -14.77, 58.29, 1, 14647, 4467
43882243, 2120, 0.18, 0.44, 0.82, -590.70, -56.95, 95.15, 1, 14389, 4469
43897149, 2121, 0.01, 0.64, 0.39, -561.58, -77.27, 90.03, 1, 14533, 4471
43912171, 2122, -0.17, 0.57, 0.24, -400.82, -110.96, 55.91, 1, 14574, 4473
43927234, 2123, -0.26, 0.46, 0.20, -325.56, -105.16, 39.92, 1, 14601, 4475
43942369, 2124, -0.20, 0.46, 0.19, -339.29, -41.32, 41.38, 1, 14540, 4477
43957277, 2125, -0.10, 0.58, 0.31, -389.47, -20.20, 68.91, 1, 14669, 4479
43972372, 2126, -0.27, 0.90, 0.45, -283.45, 1.71, 41.56, 1, 14488, 4481
43987259, 2127, -0.31, 1.00, 0.13, -283.45, 1.71, 41.56, 0, 10137, 4483
43997885, 2128, -0.11, 0.92, 0.04, -144.59, 24.05, -8.00, 1, 14605, 4484
44013006, 2129, -0.05, 0.94, 0.06, -115.66, 14.83, -0.37, 1, 14519, 4486
44027895, 2130, -0.14, 0.89, 0.18, -65.25, 4.58, -1.46, 1, 14488, 4488
44042804, 2131, -0.16, 0.88, 0.19, 14.77, 2.44, -11.23, 1, 14689, 4490
44057921, 2132, -0.15, 1.29, 0.18, 6.41, 9.16, -12.94, 1, 14685, 4492
44073031, 2133, -0.04, 1.35, 0.18, 21.18, 0.12, 8.24, 1, 14611, 4494
44088014, 2134, -0.02, 0.88, 0.40, 53.59, -19.04, 34.24, 1, 14504, 4496
44103002, 2135, -0.17, 0.80, 0.45, 36.38, -46.75, 50.35, 1, 14404, 4498
44117806, 2136, -0.23, 0.81, 0.37, 5.19, -44.56, 39.86, 1, 14539, 4500
44132685, 2137, -0.21, 0.83, 0.32, -50.84, -24.29, 28.81, 1, 14593, 4502
44147706, 2138, -0.25, 0.92, 0.12, -62.19, -16.60, 27.53, 1, 14671, 4504
44162803, 2139, -0.28, 0.90, 0.01, -5.55, -18.86, 9.58, 1, 14470, 4506
44177649, 2140, -0.33, 0.72, 0.19, 23.80, -15.87, -8.91, 1, 14506, 4508
44192675, 2141, -0.30, 0.74, 0.27, -19.71, 19.23, -49.62, 1, 14614, 4510
44207701, 2142, -0.14, 0.97, 0.16, -38.51, 30.09, -57.86, 1, 14555, 4512
44222681, 2143, -0.11, 1.08, 0.08, -18.98, 39.18, -39.61, 1, 14552, 4514
44237631, 2144, -0.18, 1.04, 0.09, 7.02, 35.03, -31.25, 1, 14626, 4516
44252627, 2145, -0.17, 0.94, 0.17, 51.88, 18.62, -35.77, 1, 14650, 4518
44267678, 2146, -0.11, 0.94, 0.28, 39.06, 29.72, -35.46, 1, 14419, 4520
44282590, 2147, -0.06, 1.00, 0.27, -2.32, 54.81, -18.74, 1, 14628, 4522
44297730, 2148, -0.01, 0.99, 0.40, -1.34, 41.50, -8.00, 1, 14850, 4524
44313021, 2149, 0.01, 0.94, 0.45, -12.21, 0.85, 1.46, 1, 14319, 4526
44327709, 2150, -0.01, 0.88, 0.22, 5.13, -10.99, -9.46, 1, 14585, 4528
44342637, 2151, -0.23, 0.84, 0.10, 57.43, -23.74, -42.24, 1, 14675, 4530
44357714, 2152, -0.27, 0.97, 0.09, 17.64, -10.19, -21.42, 1, 14592, 4532
44372679, 2153, -0.13, 0.96, 0.18, 18.37, -5.37, -15.56, 1, 14523, 4534
44387580, 2154, -0.07, 1.00, 0.26, 41.26, -4.52, -17.88, 1, 14648, 4536
44402643, 2155, -0.12, 0.99, 0.26, 41.81, -4.09, -18.49, 1, 14582, 4538
44417719, 2156, -0.22, 0.92, 0.19, -110.90, 6.90, -17.46, 1, 14619, 4540
44432874, 2157, -0.16, 0.97, 0.17, -286.01, 13.85, -5.49, 1, 14504, 4542
44447756, 2158, -0.10, 1.07, 0.13, -330.32, 6.96, -2.32, 1, 14495, 4544
44462673, 2159, -0.01, 1.21, 0.04, -212.52, -0.06, -27.04, 1, 14747, 4546
44477857, 2160, 0.06, 1.15, 0.12, 63.60, -16.05, -90.09, 1, 14603, 4548
44492832, 2161, 0.15, 0.93, 0.29, 121.83, -16.91, -98.94, 1, 14672, 4550
44507943, 2162, 0.03, 0.96, 0.16, 44.74, -19.23, -65.00, 1, 14778, 4552
44523152, 2163, -0.21, 1.13, -0.17, -28.75, -28.20, -41.20, 1, 14692, 4554
44538213, 2164, -0.13, 1.11, -0.10, -100.34, -42.30, -12.02, 1, 14876, 4556
44553461, 2165, 0.03, 1.07, 0.08, -108.46, -46.51, -11.90, 1, 14918, 4558
44568804, 2166, 0.01, 1.11, 0.05, -112.06, -54.63, -39.37, 1, 14497, 4561
44583722, 2167, 0.01, 0.99, 0.09, -106.57, -54.99, -53.96, 1, 14744, 4563
44598863, 2168, 0.06, 0.87, 0.14, -86.61, -48.40, -69.70, 1, 14591, 4565
44613885, 2169, 0.11, 0.74, 0.14, -68.97, -44.49, -71.29, 1, 14691, 4567
44628947, 2170, 0.12, 0.72, 0.08, -59.20, -41.87, -47.91, 1, 14897, 4569
44644251, 2171, 0.09, 0.60, 0.03, -59.88, -41.81, -22.71, 1, 15008, 4571
44659600, 2172, 0.09, 0.55, 0.01, -16.36, -36.62, 12.94, 1, 14797, 4573
44674798, 2173, 0.05, 0.55, 0.03, 13.73, -31.74, 13.92, 1, 14567, 4575
44689735, 2174, 0.05, 0.64, 0.06, 28.56, -13.73, -4.21, 1, 14615, 4577
44704792, 2175, 0.11, 0.88, 0.05, 36.93, -4.88, -16.85, 1, 14652, 4579
44719816, 2176, 0.11, 0.94, 0.01, 92.16, -4.52, -29.24, 1, 14756, 4581
44735025, 2177, 0.05, 1.03, -0.05, 115.60, -9.70, -30.88, 1, 14653, 4583
44750132, 2178, 0.07, 1.09, -0.06, 121.52, -16.11, -51.03, 1, 14535, 4585
44765094, 2179, 0.11, 1.15, -0.02, 70.07, -23.38, -76.48, 1, 14780, 4587
44780281, 2180, 0.16, 1.35, 0.01, 21.36, -24.17, -80.99, 1, 14426, 4589
44795103, 2181, 0.22, 1.47, 0.14, 9.52, -16.66, -46.39, 1, 14710, 4591
44810258, 2182, 0.17, 0.92, 0.18, 9.16, -7.14, -20.32, 1, 14419, 4593
44825044, 2183, 0.14, 0.68, 0.19, -1.65, 12.51, -7.14, 1, 14893, 4595
44840306, 2184, 0.13, 0.61, 0.05, -3.54, 22.34, -19.96, 1, 14637, 4597
44855339, 2185, 0.16, 0.77, 0.03, -6.16, 31.74, -37.90, 1, 14332, 4599
44870139, 2186, 0.25, 1.17, -0.02, -16.78, 24.96, -17.88, 1, 14531, 4601
44885049, 2187, 0.26, 1.14, 0.04, -29.66, 17.88, 42.54, 1, 14459, 4603
44899878, 2188, 0.23, 1.05, 0.07, -28.26, 15.62, 51.88, 1, 14843, 4605
44915277, 2189, 0.18, 1.05, 0.02, -11.41, 2.01, 48.10, 1, 14369, 4607
44930045, 2190, 0.13, 0.97, 0.07, -9.09, -4.52, 46.45, 1, 14540, 4609
44944984, 2191, 0.13, 0.95, 0.10, -20.14, -11.41, 46.20, 1, 14950, 4611
44960326, 2192, 0.13, 0.97, 0.04, -22.58, -11.17, 48.77, 1, 14442, 4613
44975273, 2193, 0.10, 1.02, -0.03, -3.91, -12.33, 49.26, 1, 14658, 4615
44990318, 2194, 0.01, 1.03, 0.02, 10.07, -10.68, 42.54, 1, 15058, 4617
45005804, 2195, 0.02, 1.01, 0.09, 14.83, 2.62, 24.23, 1, 14795, 4619
45020967, 2196, 0.06, 1.01, 0.08, 9.83, 6.23, 18.62, 1, 14347, 4621
45035682, 2197, 0.04, 1.01, 0.03, 13.79, -4.15, 11.60, 1, 14389, 4623
45050583, 2198, 0.02, 1.07, 0.02, 23.13, -11.78, 4.27, 1, 14716, 4625
45065696, 2199, 0.03, 1.10, 0.08, 29.85, -23.74, -10.93, 1, 14490, 4627
45080612, 2200, 0.05, 1.23, 0.16, 20.45, -27.40, -13.12, 1, 14609, 4629
45095627, 2201, 0.06, 1.36, 0.12, -11.17, -24.72, 2.99, 1, 14531, 4631
45110556, 2202, 0.15, 1.63, 0.12, -23.38, -18.43, 17.94, 1, 14699, 4633
45125681, 2203, 0.15, 1.66, 0.15, -32.04, -14.10, 33.39, 1, 14453, 4635
45140565, 2204, 0.07, 1.66, 0.12, -31.68, -11.35, 32.47, 1, 14506, 4637
45155602, 2205, 0.07, 1.63, 0.10, -21.73, 2.14, 28.20, 1, 14430, 4639
45170400, 2206, 0.08, 1.47, 0.12, -19.65, 8.91, 26.43, 1, 14376, 4641
45185176, 2207, 0.07, 1.42, 0.13, -20.81, 18.62, 20.75, 1, 14746, 4643
45200320, 2208, 0.06, 1.34, 0.11, -22.09, 19.65, 19.90, 1, 14421, 4645
45215262, 2209, 0.07, 1.32, 0.10, -13.55, -2.26, 18.01, 1, 14596, 4647
45230349, 2210, 0.03, 1.31, -0.08, 1.40, -11.84, 15.81, 1, 14453, 4649
45245317, 2211, 0.01, 1.26, -0.11, 12.57, 4.39, 16.30, 1, 14246, 4651
45259960, 2212, 0.06, 1.21, 0.01, 14.22, 15.69, 17.21, 1, 14345, 4653
45274795, 2213, 0.09, 1.22, 0.04, 20.32, 18.98, 27.04, 1, 14318, 4655
45289501, 2214, 0.09, 1.16, 0.06, 29.91, 12.57, 36.32, 1, 14395, 4657
45304289, 2215, 0.07, 1.10, 0.08, 49.99, -3.17, 50.23, 1, 14175, 4659
45318830, 2216, 0.06, 0.97, 0.06, 59.02, -9.46, 55.36, 1, 14419, 4661
45333641, 2217, 0.07, 0.91, 0.03, 74.10, -22.64, 62.32, 1, 14673, 4663
45348722, 2218, 0.07, 0.91, 0.03, 74.89, -29.54, 65.55, 0, 10126, 4665
45359227, 2219, 0.03, 0.60, -0.01, 65.86, -35.46, 68.36, 1, 14567, 4666
45374192, 2220, -0.02, 0.54, -0.03, 42.18, -24.60, 66.35, 1, 14540, 4668
45389134, 2221, 0.02, 0.44, 0.06, 46.57, -13.18, 62.50, 1, 14702, 4670
45404229, 2222, 0.02, 0.40, 0.06, 57.50, -27.10, 67.81, 1, 14423, 4672
45419000, 2223, -0.07, 0.21, -0.05, 54.63, -31.43, 72.20, 1, 14572, 4674
45433941, 2224, -0.08, 0.11, -0.07, 33.94, -15.81, 59.51, 1, 14684, 4676
45449014, 2225, -0.09, 0.01, 0.01, 24.17, -6.65, 48.10, 1, 14435, 4678
45463881, 2226, -0.08, -0.03, 0.01, 33.51, 3.11, 29.36, 1, 14387, 4680
45478847, 2227, -0.08, -0.12, -0.05, 44.37, 5.80, 19.53, 1, 14652, 4682
45493903, 2228, -0.07, -0.16, -0.08, 47.91, 11.78, -3.91, 1, 14705, 4684
45509076, 2229, -0.03, -0.22, -0.09, 39.55, 14.40, -16.60, 1, 14669, 4686
45524258, 2230, 0.00, -0.24, -0.10, 4.82, 20.81, -33.33, 1, 14629, 4688
45539371, 2231, 0.07, -0.40, -0.07, -14.77, 23.38, -34.36, 1, 14649, 4690
45554450, 2232, 0.06, -0.64, -0.08, -7.39, 33.81, -26.61, 1, 14503, 4692
45569474, 2233, -0.02, -1.57, -0.21, 24.41, 43.52, -19.17, 1, 14715, 4694
45584573, 2234, -0.07, -2.21, -0.26, 116.70, 78.74, -21.85, 1, 14636, 4696
45599697, 2235, 0.05, -3.23, -0.57, 142.27, 103.76, -63.05, 1, 14638, 4698
45614689, 2236, 0.37, -3.23, -0.66, 13.55, 142.52, -298.83, 1, 14531, 4700
45629648, 2237, 1.69, -1.28, -0.11, -60.67, 97.72, -464.48, 1, 14640, 4702
45644631, 2238, 2.33, 1.20, 0.65, -69.52, -367.86, -408.02, 1, 14813, 4704
45659845, 2239, 2.08, 3.91, -1.39, 384.89, -93.51, 670.10, 1, 14515, 4706
45674731, 2240, 1.00, 2.38, 0.48, 848.14, 450.93, 618.53, 1, 14289, 4708
45689499, 2241, -0.95, 2.06, 4.00, 405.58, 598.02, 84.90, 1, 14584, 4710
45704461, 2242, 0.66, 1.56, 2.41, -443.85, 325.26, -147.77, 1, 14543, 4712
45719374, 2243, 0.81, -2.25, -2.79, -285.52, 35.28, 67.44, 1, 14627, 4714
45734406, 2244, -0.42, -2.02, -3.91, -31.37, -260.68, 220.34, 1, 14937, 4716
45749743, 2245, -0.17, 2.18, 1.04, -73.30, 14.83, 142.70, 1, 14687, 4718
45764837, 2246, -0.47, 1.86, 2.19, -31.74, 0.55, 70.07, 1, 14515, 4720
45779759, 2247, -0.80, 0.78, 0.30, -16.42, -30.64, -47.24, 1, 14704, 4722
45794902, 2248, -0.18, 0.38, -0.64, -39.37, 28.69, -87.28, 1, 14781, 4724
45810128, 2249, 0.16, 0.80, -0.16, 7.45, 54.38, -97.29, 1, 14711, 4726
45825240, 2250, 0.36, 1.12, 0.99, 33.63, 22.34, -67.14, 1, 14337, 4728
45840128, 2251, 0.32, 1.08, 1.04, 18.25, -35.40, -24.60, 1, 14528, 4730
45855048, 2252, -0.01, 0.77, 0.26, 9.95, -48.95, -14.28, 1, 14635, 4732
45870176, 2253, -0.08, 0.68, 0.16, 0.18, -26.73, -16.48, 1, 14435, 4734
45884983, 2254, 0.06, 0.94, 0.35, -14.40, -15.44, -20.45, 1, 14516, 4736
45899927, 2255, 0.08, 1.05, 0.39, -21.18, -23.25, -13.73, 1, 14732, 4738
45915104, 2256, 0.03, 0.92, 0.41, -19.04, -27.65, -7.45, 1, 14639, 4740
45930115, 2257, 0.01, 0.82, 0.38, -13.61, -29.79, -6.16, 1, 14374, 4742
45945058, 2258, 0.01, 0.82, 0.38, -0.18, -24.66, -13.31, 0, 10317, 4744
45955725, 2259, 0.08, 0.85, 0.44, 12.63, -15.38, -22.03, 1, 14563, 4745
45970660, 2260, 0.13, 0.89, 0.55, 2.38, -1.83, -16.97, 1, 14849, 4747
45985887, 2261, 0.07, 0.89, 0.51, -16.42, -2.56, -2.93, 1, 14529, 4749
46000855, 2262, 0.01, 0.92, 0.37, -36.25, -7.32, 11.23, 1, 14632, 4751
46015884, 2263, -0.03, 0.93, 0.23, -34.00, -9.03, 8.61, 1, 14510, 4753
46030871, 2264, 0.01, 0.90, 0.26, -30.64, -6.77, 0.00, 1, 14474, 4755
46045824, 2265, 0.06, 0.83, 0.41, -27.10, -1.77, -2.87, 1, 14656, 4757
46060993, 2266, 0.08, 0.85, 0.48, -16.24, 14.34, 0.24, 1, 14468, 4759
46075801, 2267, 0.07, 0.92, 0.44, -20.45, 18.37, 6.84, 1, 14595, 4761
46090825, 2268, 0.03, 0.93, 0.38, -37.60, 23.62, 15.87, 1, 14433, 4763
46105668, 2269, 0.03, 0.95, 0.31, -41.81, 26.79, 14.71, 1, 14311, 4765
46120412, 2270, 0.06, 0.94, 0.26, -42.54, 24.23, 17.40, 1, 14381, 4767
46135161, 2271, -0.02, 0.92, 0.03, -18.19, 15.56, 17.21, 1, 14537, 4769
46150152, 2272, -0.09, 0.89, 0.03, 74.95, 5.80, -5.92, 1, 14478, 4771
46165033, 2273, 0.06, 0.91, 0.44, 92.47, 13.55, -19.17, 1, 14258, 4773
46179662, 2274, 0.15, 0.94, 0.58, 50.35, 26.73, -10.93, 1, 14391, 4775
46194453, 2275, 0.09, 0.90, 0.52, 20.51, 21.67, 0.92, 1, 14293, 4777
46209154, 2276, 0.06, 0.90, 0.47, -20.02, 12.08, 5.74, 1, 14328, 4779
46223904, 2277, 0.06, 0.93, 0.34, -28.14, 7.63, 4.76, 1, 14647, 4781
46238994, 2278, 0.03, 0.93, 0.35, -26.55, -3.54, 1.22, 1, 14689, 4783
46254158, 2279, 0.09, 0.97, 0.45, -38.45, -4.15, -1.83, 1, 15025, 4785
46269547, 2280, 0.11, 0.97, 0.39, -96.07, -13.73, 8.48, 1, 14681, 4787
46284571, 2281, 0.14, 0.88, 0.40, -184.51, -9.16, 25.09, 1, 14565, 4789
46299559, 2282, 0.11, 0.92, 0.32, -302.67, 6.10, 28.14, 1, 14453, 4791
46314427, 2283, -0.01, 1.01, 0.03, -257.93, 1.89, 8.97, 1, 14671, 4793
46329475, 2284, -0.05, 1.01, -0.00, -88.50, -13.67, -13.67, 1, 14771, 4795
46344713, 2285, -0.04, 0.97, 0.11, -44.56, -14.34, -6.53, 1, 14968, 4797
46360129, 2286, -0.02, 0.93, 0.13, -24.72, -10.13, 12.57, 1, 15016, 4799
46375573, 2287, -0.00, 0.90, 0.05, -18.07, -12.08, 11.78, 1, 14631, 4801
46390576, 2288, 0.02, 0.93, 0.06, -31.01, -12.15, 5.19, 1, 14507, 4803
46405505, 2289, 0.02, 0.97, 0.02, -16.24, -22.46, -6.23, 1, 14694, 4805
46420568, 2290, -0.01, 0.84, -0.01, 23.86, -31.68, -24.35, 1, 14798, 4807
46435835, 2291, 0.05, 1.05, 0.07, -11.60, -43.27, -78.98, 1, 15301, 4809
46451685, 2292, 0.10, 1.49, 0.22, -29.54, -57.68, -75.62, 1, 14770, 4811
46466881, 2293, 0.06, 1.52, 0.17, -30.58, -71.23, -18.92, 1, 14910, 4813
46482189, 2294, 0.00, 1.42, 0.17, -26.61, -60.06, -3.85, 1, 14938, 4815
46497498, 2295, 0.01, 1.46, 0.18, -9.64, -36.99, -7.02, 1, 14624, 4817
46512521, 2296, 0.06, 1.59, 0.13, 0.61, -28.26, -12.94, 1, 15043, 4819
46527965, 2297, 0.05, 1.58, 0.14, 3.48, -9.46, -7.39, 1, 14557, 4821
46542866, 2298, 0.03, 1.44, 0.13, -2.38, 0.85, -0.73, 1, 14318, 4823
46557727, 2299, 0.03, 1.36, 0.07, -4.21, 20.02, 7.20, 1, 14357, 4825
46572600, 2300, 0.05, 1.18, 0.13, 1.89, 24.60, 8.24, 1, 14131, 4827
46587139, 2301, 0.09, 1.14, 0.20, 13.85, 3.05, 5.13, 1, 14192, 4829
46601698, 2302, 0.11, 1.20, 0.14, 13.73, -11.11, 4.39, 1, 14676, 4831
46616744, 2303, 0.11, 1.22, 0.10, 11.90, -20.14, 16.48, 1, 14751, 4833
46631863, 2304, 0.11, 1.15, 0.11, 10.93, -20.63, 25.51, 1, 14676, 4835
46646918, 2305, 0.11, 1.13, 0.12, 8.24, -21.85, 34.24, 1, 14696, 4837
46662024, 2306, 0.11, 1.09, 0.05, 8.06, -22.58, 37.96, 1, 14477, 4839
46676871, 2307, 0.11, 1.02, 0.01, 5.74, -27.77, 57.56, 1, 14413, 4841
46691774, 2308, 0.10, 0.76, -0.02, 11.72, -32.78, 66.47, 1, 14451, 4843
46706599, 2309, 0.10, 0.65, -0.02, 20.87, -41.26, 62.32, 1, 14625, 4845
46721617, 2310, 0.09, 0.63, -0.02, 19.23, -40.22, 53.77, 1, 14468, 4847
46736475, 2311, 0.09, 0.63, -0.00, 13.61, -30.64, 47.79, 1, 14360, 4849
46751291, 2312, 0.08, 0.54, 0.04, 7.93, -26.00, 50.35, 1, 14561, 4851
46766374, 2313, 0.07, 0.49, 0.05, -6.10, -14.59, 57.62, 1, 14459, 4853
46781212, 2314, 0.03, 0.37, 0.02, -6.90, -7.69, 60.61, 1, 14495, 4855
46796131, 2315, 0.02, 0.31, -0.02, -0.98, 5.62, 58.84, 1, 14658, 4857
46811189, 2316, 0.00, 0.28, -0.08, -3.11, 13.18, 54.02, 1, 14407, 4859
46826030, 2317, 0.01, 0.28, -0.09, -4.76, 25.94, 41.69, 1, 14398, 4861
46840851, 2318, 0.04, 0.31, -0.16, -6.10, 27.65, 34.85, 1, 14681, 4863
46855902, 2319, 0.04, 0.31, -0.16, -15.99, 37.11, 18.68, 1, 14677, 4865
46870958, 2320, 0.05, 0.27, -0.09, -15.20, 42.11, 12.21, 1, 14512, 4867
46885894, 2321, 0.05, 0.20, -0.08, -4.21, 42.30, 9.09, 1, 14375, 4869
46900643, 2322, 0.08, -0.07, -0.04, -1.10, 44.13, 6.84, 1, 14523, 4871
46915533, 2323, 0.12, -0.30, -0.00, 15.99, 48.95, 7.14, 1, 14615, 4873
46930491, 2324, 0.05, -1.30, -0.07, 24.05, 43.46, 19.53, 1, 14421, 4875
46945336, 2325, -0.01, -2.14, -0.09, 49.32, 32.10, 66.71, 1, 14469, 4877
46960380, 2326, -0.06, -3.65, -0.44, 71.72, 57.62, 78.37, 1, 14596, 4879
46975522, 2327, 0.16, -3.93, -0.67, 20.32, 189.76, -12.27, 1, 14483, 4881
46990385, 2328, 1.42, -2.79, -0.35, -54.44, 206.12, -173.34, 1, 14690, 4883
47005594, 2329, 1.27, -0.44, -0.63, -468.69, -29.36, -517.03, 1, 14846, 4885
47020814, 2330, 1.39, 4.00, -1.09, -643.86, 50.42, -448.06, 1, 14544, 4887
47035874, 2331, 1.94, 4.00, 1.36, 648.13, 386.78, -202.15, 1, 14326, 4889
47050570, 2332, 0.35, -1.14, -1.52, 526.12, 317.14, -61.58, 1, 14545, 4891
47065540, 2333, 0.16, -2.37, -1.06, -117.49, 46.75, 95.21, 1, 14490, 4893
47080540, 2334, -1.26, -3.94, 0.65, 105.10, -44.31, 288.70, 1, 14644, 4895
47095645, 2335, -1.01, -3.13, -0.11, -88.38, -229.43, 89.17, 1, 14667, 4897
47110824, 2336, 1.07, 3.55, -2.35, -480.29, -324.71, -161.38, 1, 14654, 4899
47125960, 2337, 0.74, 3.23, -1.16, 275.33, -135.74, -34.36, 1, 14525, 4901
47141034, 2338, -0.62, -0.95, 0.00, 129.70, -44.07, -36.13, 1, 14651, 4903
47156101, 2339, 0.35, 0.46, -0.09, -70.01, -10.56, -94.18, 1, 14711, 4905
47171216, 2340, 0.57, 1.37, 0.06, -54.44, -32.17, 20.45, 1, 14466, 4907
47186278, 2341, 0.12, 1.54, -0.06, 11.84, -57.37, 53.34, 1, 14637, 4909
47201398, 2342, -0.08, 0.85, -0.12, 70.01, -21.30, -0.98, 1, 14815, 4911
47216762, 2343, 0.01, 0.64, -0.05, 30.40, -9.83, -15.87, 1, 14651, 4913
47231844, 2344, 0.09, 0.95, -0.12, -23.13, -18.98, -3.72, 1, 14556, 4915
47246922, 2345, 0.14, 1.12, -0.12, -21.48, -18.13, -0.92, 1, 14710, 4917
47262153, 2346, 0.14, 1.07, -0.10, -15.20, -10.93, -10.86, 1, 14941, 4919
47277496, 2347, 0.12, 0.91, -0.12, -2.62, -16.54, -13.24, 1, 14716, 4921
47292642, 2348, 0.13, 0.90, -0.06, 16.54, -31.43, -8.12, 1, 14446, 4923
47307545, 2349, 0.15, 0.95, 0.01, 10.25, -28.75, -5.25, 1, 14437, 4925
47322346, 2350, 0.14, 0.97, -0.05, -3.91, -14.95, -1.22, 1, 14655, 4927
47337367, 2351, 0.10, 1.01, -0.18, -2.75, -15.08, 0.85, 1, 14606, 4929
47352392, 2352, 0.09, 1.01, -0.16, 9.52, -20.63, -2.08, 1, 14611, 4931
47367399, 2353, 0.11, 0.93, -0.07, 10.56, -20.57, -5.07, 1, 15082, 4933
47382884, 2354, 0.13, 0.92, -0.06, 12.08, -12.57, -5.13, 1, 14597, 4935
47397818, 2355, 0.19, 0.96, -0.02, 15.62, -9.09, -6.04, 1, 14532, 4937
47412811, 2356, 0.19, 0.94, 0.04, 8.67, -0.79, 1.10, 1, 14311, 4939
47427618, 2357, 0.10, 0.96, -0.02, -5.25, 6.84, 8.12, 1, 14460, 4941
47442418, 2358, 0.06, 0.99, -0.10, -13.43, 12.15, 7.87, 1, 14523, 4943
47457310, 2359, 0.09, 1.00, -0.13, -6.77, 7.93, 2.26, 1, 14687, 4945
47472397, 2360, 0.12, 0.96, -0.07, -0.79, 3.60, -1.40, 1, 14662, 4947
47487491, 2361, 0.15, 0.95, 0.02, -7.02, 7.08, 1.59, 1, 14253, 4949
47502233, 2362, 0.14, 0.97, -0.02, -15.26, 14.40, 3.17, 1, 14773, 4951
47517412, 2363, 0.12, 0.95, -0.09, -15.50, 14.71, 2.14, 1, 14448, 4953
47532232, 2364, 0.12, 0.94, -0.09, -16.36, 12.33, 3.42, 1, 14855, 4955
47547458, 2365, 0.10, 1.01, -0.11, -17.94, 10.93, 5.25, 1, 14760, 4957
47562591, 2366, 0.09, 1.03, -0.13, -7.87, 4.70, 1.59, 1, 14792, 4959
47577752, 2367, 0.10, 0.95, -0.10, -1.95, 1.04, -1.95, 1, 14641, 4961
47592782, 2368, 0.11, 0.94, -0.06, -6.90, -4.94, -2.08, 1, 14656, 4963
47607808, 2369, 0.10, 0.98, -0.05, -12.63, -6.71, -1.28, 1, 14566, 4965
47622774, 2370, 0.09, 1.01, -0.07, -17.76, -7.51, -10.01, 1, 14519, 4967
47637729, 2371, 0.08, 1.03, -0.07, -16.36, -8.12, -15.62, 1, 14679, 4969
47652836, 2372, 0.08, 1.05, -0.10, -14.83, -15.69, -24.96, 1, 14825, 4971
47668033, 2373, 0.10, 1.13, -0.16, 1.28, -30.52, -33.45, 1, 14625, 4973
47683235, 2374, 0.13, 1.29, -0.14, 7.63, -35.58, -38.09, 1, 14567, 4975
47698219, 2375, 0.20, 1.48, -0.11, 34.48, -48.71, -29.85, 1, 14741, 4977
47713482, 2376, 0.31, 1.79, -0.13, 44.74, -53.71, -13.00, 1, 14537, 4979
47728545, 2377, 0.27, 1.90, -0.10, 28.14, -43.03, 11.05, 1, 14501, 4981
47743562, 2378, 0.24, 1.98, -0.01, 13.18, -28.44, 11.90, 1, 14559, 4984
47758603, 2379, 0.22, 1.83, -0.02, -5.92, 4.82, 19.71, 1, 14551, 4986
47773497, 2380, 0.17, 1.38, -0.04, -6.41, 13.43, 24.35, 1, 14630, 4987
47788536, 2381, 0.15, 1.24, -0.01, 11.96, 15.14, 21.18, 1, 14266, 4989
47803256, 2382, 0.19, 1.17, -0.00, 18.68, 15.44, 15.20, 1, 14310, 4991
47817908, 2383, 0.21, 1.23, 0.02, 17.70, 10.31, 11.54, 1, 14395, 4993
47832723, 2384, 0.22, 1.27, -0.01, 20.14, 5.43, 17.94, 1, 14226, 4995
47847393, 2385, 0.21, 1.23, -0.03, 30.52, 0.49, 41.75, 1, 14415, 4997
47862186, 2386, 0.20, 1.04, -0.07, 34.67, 1.16, 53.96, 1, 14536, 4999
47877159, 2387, 0.19, 0.94, -0.08, 36.13, 11.72, 67.08, 1, 14668, 5001
47892263, 2388, 0.16, 0.78, -0.12, 41.56, 17.58, 69.52, 1, 14436, 5003
47907162, 2389, 0.17, 0.73, -0.14, 49.68, 23.13, 62.87, 1, 14846, 5005
47922439, 2390, 0.16, 0.67, -0.13, 48.71, 23.99, 55.42, 1, 14813, 5007
47937708, 2391, 0.15, 0.62, -0.11, 46.39, 18.37, 50.11, 1, 14525, 5009
47952639, 2392, 0.13, 0.51, -0.14, 44.74, 10.01, 52.19, 1, 14400, 5011
47967561, 2393, 0.12, 0.44, -0.15, 38.02, -7.26, 59.20, 1, 14786, 5013
47982768, 2394, 0.08, 0.25, -0.15, 40.95, -13.49, 62.68, 1, 14902, 5015
47998093, 2395, 0.05, 0.14, -0.16, 52.43, -18.49, 57.68, 1, 14910, 5017
48013588, 2396, 0.03, 0.03, -0.02, 54.69, -17.40, 46.20, 1, 14500, 5020
48028460, 2397, 0.05, 0.06, -0.02, 40.65, -22.28, 21.97, 1, 14523, 5021
48043437, 2398, 0.04, 0.07, -0.10, 24.35, -16.97, 11.66, 1, 14365, 5023
48058172, 2399, 0.04, 0.05, -0.08, -1.10, -0.43, -0.85, 1, 14748, 5025
48073309, 2400, 0.05, -0.04, -0.04, -0.49, 5.62, -4.82, 1, 14901, 5027
48088794, 2401, 0.07, -0.08, -0.07, -4.03, 18.80, -23.32, 1, 14959, 5030
