t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
17410918, 358, 0.07, -0.09, 1.20, 9.28, 17.58, -4.82, 1, 14699, 937
17425992, 359, 0.06, -0.10, 1.21, 18.98, -31.62, -0.31, 1, 14694, 939
17441056, 360, 0.02, -0.13, 1.10, 18.92, -51.39, 0.43, 1, 14448, 941
17455933, 361, -0.00, -0.13, 1.02, 28.87, -63.84, -3.72, 1, 14766, 943
17471039, 362, -0.05, -0.11, 1.08, 33.87, -55.54, -5.80, 1, 14995, 945
17486401, 363, -0.06, -0.10, 1.18, 27.34, -25.39, -2.38, 1, 14698, 947
17501466, 364, -0.01, -0.16, 1.18, 21.30, -16.30, 2.20, 1, 14634, 949
17516470, 365, -0.00, -0.17, 1.11, 31.07, -20.08, 6.77, 1, 14503, 951
17531426, 366, -0.04, -0.13, 1.15, 38.39, -21.67, 6.16, 1, 14625, 953
17546486, 367, -0.05, -0.12, 1.23, 27.28, -21.42, 5.37, 1, 14519, 955
17561457, 368, -0.03, -0.16, 1.23, 0.31, -41.32, 13.31, 1, 14433, 957
17576287, 369, 0.00, -0.17, 1.16, 6.10, -58.72, 15.44, 1, 14669, 959
17591335, 370, -0.02, -0.10, 1.07, 39.67, -88.44, 10.99, 1, 14611, 961
17606317, 371, -0.07, -0.07, 1.11, 38.39, -94.42, 11.11, 1, 14525, 963
17621290, 372, -0.09, -0.10, 1.09, 15.44, -95.09, 15.62, 1, 14663, 965
17636472, 373, -0.11, -0.08, 0.96, 18.43, -93.32, 15.14, 1, 14594, 967
17651487, 374, -0.15, -0.05, 1.00, 34.91, -71.84, 15.20, 1, 14774, 969
17666753, 375, -0.16, -0.05, 1.10, 35.52, -58.90, 18.92, 1, 14985, 971
17682126, 376, -0.15, -0.07, 1.08, 32.78, -58.17, 31.13, 1, 14800, 973
17697293, 377, -0.15, -0.08, 1.09, 28.63, -63.11, 34.79, 1, 14916, 975
17712618, 378, -0.13, -0.09, 1.00, 18.25, -74.34, 30.82, 1, 14765, 977
17727754, 379, -0.16, -0.09, 0.80, 22.34, -86.73, 25.51, 1, 14644, 979
17742785, 380, -0.21, -0.06, 0.82, 22.58, -89.60, 14.04, 1, 14767, 981
17757923, 381, -0.20, -0.01, 0.94, 15.81, -73.67, 16.54, 1, 14819, 983
17773110, 382, -0.19, -0.07, 0.81, 7.20, -74.34, 23.13, 1, 14590, 985
17788069, 383, -0.23, -0.13, 0.62, 9.89, -80.57, 20.81, 1, 14904, 987
17803412, 384, -0.24, -0.13, 0.66, 14.34, -63.42, 19.35, 1, 14597, 989
17818382, 385, -0.24, -0.14, 0.77, 3.17, -46.75, 21.30, 1, 14558, 991
17833428, 386, -0.20, -0.18, 0.67, -27.34, -29.24, 25.09, 1, 14631, 993
17848575, 387, -0.21, -0.20, 0.54, -28.32, -26.73, 27.59, 1, 14640, 996
17863669, 388, -0.21, -0.19, 0.55, -8.91, -21.06, 26.98, 1, 14882, 998
17878893, 389, -0.20, -0.19, 0.58, -1.71, -17.70, 22.95, 1, 14720, 1000
17894007, 390, -0.18, -0.22, 0.57, 1.22, -9.95, 14.04, 1, 14610, 1002
17909107, 391, -0.14, -0.25, 0.45, 2.56, -8.61, 11.78, 1, 14591, 1004
17924178, 392, -0.15, -0.23, 0.41, 7.02, -6.41, 11.84, 1, 14674, 1006
17939285, 393, -0.20, -0.19, 0.34, -5.80, -0.18, 11.90, 1, 14610, 1008
17954347, 394, -0.20, -0.14, 0.31, -23.68, 5.13, 12.88, 1, 15103, 1010
17969819, 395, -0.19, -0.07, 0.43, -69.46, 21.30, 7.57, 1, 14483, 1012
17984822, 396, -0.10, -0.11, 0.29, -76.17, 18.62, 1.95, 1, 14864, 1014
18000057, 397, -0.05, -0.12, 0.04, -47.18, -11.84, -3.36, 1, 14979, 1016
18015431, 398, 0.22, -0.04, -0.81, -33.94, -27.47, -2.01, 1, 14730, 1018
18030562, 399, 0.37, 0.14, -1.37, -61.22, -30.58, -3.85, 1, 14691, 1020
18045622, 400, 0.74, 0.61, -2.73, -96.25, -5.55, -8.30, 1, 14914, 1022
18060961, 401, 1.17, 0.75, -3.35, -162.78, 106.87, -7.45, 1, 14861, 1024
18076163, 402, 2.42, 0.97, -3.06, -184.33, 183.23, 9.28, 1, 14770, 1026
18091331, 403, 2.91, 1.00, -2.03, -153.14, 388.43, 57.31, 1, 14797, 1028
18106607, 404, 1.36, 0.21, 2.58, 125.98, 705.93, 111.21, 1, 14363, 1030
18121378, 405, 0.04, -1.13, 3.71, 339.42, 231.93, 24.84, 1, 14844, 1032
18136601, 406, -1.91, -1.38, 2.49, 114.01, -147.89, -27.53, 1, 15097, 1034
18152207, 407, -0.48, -0.59, 1.25, -83.86, 74.95, -30.88, 1, 15046, 1036
18167620, 408, 1.85, 1.46, -1.47, -62.56, 40.47, -30.15, 1, 14832, 1038
18182851, 409, 0.70, 0.52, 0.01, 51.57, -109.01, -1.53, 1, 14674, 1040
18197900, 410, -0.47, -0.49, 2.07, 6.35, 20.32, -2.56, 1, 14842, 1042
18213114, 411, 0.07, -0.04, 0.81, -4.58, 42.05, -3.85, 1, 14682, 1044
18228176, 412, 0.21, -0.04, 0.64, -4.82, -2.56, -8.67, 1, 14948, 1046
18243494, 413, 0.02, -0.20, 1.12, -3.72, -20.51, -8.00, 1, 14677, 1048
18258550, 414, -0.03, -0.22, 1.25, -1.83, -6.84, -5.86, 1, 14854, 1051
18273804, 415, 0.17, -0.18, 0.95, -2.44, 5.13, -4.76, 1, 14702, 1053
18288968, 416, 0.19, -0.19, 0.83, -0.31, 10.13, -0.06, 1, 14705, 1055
18304104, 417, 0.12, -0.27, 0.99, 0.92, 12.27, 1.16, 1, 14278, 1057
18318895, 418, 0.10, -0.22, 1.03, -5.19, 9.58, -3.23, 1, 14461, 1059
18333869, 419, 0.13, -0.13, 0.93, -4.39, 8.48, -4.64, 1, 14912, 1061
18349297, 420, 0.16, -0.12, 0.94, -0.43, -1.71, -5.37, 1, 15115, 1063
18364755, 421, 0.11, -0.14, 1.01, 0.61, -7.14, -5.55, 1, 14689, 1065
18379847, 422, 0.07, -0.20, 1.03, 0.67, -4.70, -5.00, 1, 14539, 1067
18394729, 423, 0.08, -0.20, 1.02, 0.12, -0.98, -4.70, 1, 14596, 1069
18409759, 424, 0.09, -0.18, 0.98, -0.67, 0.06, -4.39, 1, 14521, 1071
18424770, 425, 0.09, -0.18, 0.98, -0.79, -0.92, -3.97, 1, 14606, 1073
18439749, 426, 0.08, -0.19, 1.02, -0.67, -0.49, -2.44, 1, 14587, 1075
18454782, 427, 0.07, -0.17, 1.00, -0.85, 0.24, -1.89, 1, 14671, 1077
18469795, 428, 0.09, -0.16, 0.98, 0.06, 1.34, -2.01, 1, 14697, 1079
18484893, 429, 0.13, -0.17, 1.00, 0.67, 1.59, -2.26, 1, 14504, 1081
18499777, 430, 0.13, -0.17, 0.99, 0.37, 1.10, -2.14, 1, 14449, 1083
18514696, 431, 0.11, -0.18, 0.99, 0.18, 0.49, -1.71, 1, 14554, 1085
18529796, 432, 0.11, -0.19, 0.99, 0.55, -0.73, -1.16, 1, 14788, 1087
18544987, 433, 0.12, -0.22, 0.98, 0.37, -1.04, -0.92, 1, 14558, 1089
18559914, 434, 0.11, -0.22, 0.98, -0.92, -1.40, -0.18, 1, 14816, 1091
18575145, 435, 0.08, -0.22, 1.00, -1.53, -1.53, 0.18, 1, 14939, 1093
18590518, 436, 0.08, -0.21, 1.02, -2.14, -2.62, 1.46, 1, 14433, 1095
18605351, 437, 0.07, -0.19, 1.03, -2.75, -1.77, 2.87, 1, 14559, 1097
18620340, 438, 0.07, -0.18, 1.03, -4.70, -0.18, 3.54, 1, 14782, 1099
18635524, 439, 0.11, -0.18, 1.04, -13.92, -0.37, 5.55, 1, 14634, 1101
18650501, 440, 0.13, -0.17, 1.07, -21.48, -0.73, 6.84, 1, 14831, 1103
18665730, 441, 0.15, -0.16, 1.10, -60.24, 0.12, 11.29, 1, 14568, 1105
18680641, 442, 0.13, -0.14, 1.30, -98.94, 4.27, 15.62, 1, 14482, 1107
18695614, 443, 0.09, -0.09, 1.34, -144.71, 26.61, 16.42, 1, 14445, 1109
18710496, 444, 0.12, -0.01, 1.31, -139.34, 24.96, 9.09, 1, 14697, 1111
18725682, 445, 0.16, -0.01, 1.45, -120.06, 6.23, -2.56, 1, 14808, 1113
18740982, 446, 0.25, -0.14, 1.40, -95.76, -9.58, -5.07, 1, 14577, 1115
18756051, 447, 0.18, -0.14, 1.31, -43.88, -42.42, -7.57, 1, 14644, 1117
18771187, 448, 0.11, -0.14, 1.33, -38.51, -47.42, -6.71, 1, 14619, 1119
18786346, 449, 0.06, -0.12, 1.36, -41.99, -36.99, -7.63, 1, 14765, 1121
18801544, 450, 0.06, -0.16, 1.49, -30.09, -17.82, -11.78, 1, 14762, 1123
18816765, 451, 0.08, -0.12, 1.43, 2.93, 16.60, -22.52, 1, 14622, 1125
18831852, 452, 0.04, 0.11, 1.41, 5.25, 26.86, -23.19, 1, 14578, 1127
18846918, 453, 0.06, 0.14, 1.37, -11.23, 20.45, -16.91, 1, 14640, 1129
18862045, 454, 0.11, 0.04, 1.37, -9.89, 6.47, -13.55, 1, 14469, 1131
18876915, 455, 0.13, -0.02, 1.32, 14.16, -26.06, -7.39, 1, 14562, 1133
18891845, 456, 0.09, -0.04, 1.12, 31.25, -47.18, -7.75, 1, 14777, 1135
18907016, 457, 0.07, 0.05, 1.08, 47.12, -72.08, -13.31, 1, 14949, 1137
18922334, 458, 0.04, 0.08, 1.09, 39.31, -69.15, -11.84, 1, 14595, 1139
18937316, 459, 0.05, 0.00, 1.05, 31.92, -58.04, -9.03, 1, 14716, 1141
18952396, 460, 0.02, -0.04, 1.05, 41.50, -51.27, -10.38, 1, 14882, 1143
18967657, 461, 0.01, 0.02, 1.08, 57.13, -37.05, -14.04, 1, 14444, 1145
18982495, 462, -0.02, 0.10, 1.17, 50.17, -29.60, -12.02, 1, 14360, 1147
18997347, 463, -0.02, 0.04, 1.04, 31.19, -44.43, -11.96, 1, 14657, 1149
19012527, 464, -0.06, -0.02, 0.88, 34.42, -59.27, -14.65, 1, 14693, 1151
19027655, 465, -0.06, -0.01, 0.85, 46.63, -65.25, -21.48, 1, 14693, 1153
19042782, 466, -0.01, 0.11, 0.75, 68.18, -69.03, -15.32, 1, 14675, 1155
19057952, 467, -0.01, 0.11, 0.67, 71.17, -72.63, -6.53, 1, 14782, 1157
19073195, 468, -0.04, -0.01, 0.49, 63.54, -68.12, 2.75, 1, 14604, 1159
19088234, 469, -0.05, -0.06, 0.58, 54.69, -55.42, 4.09, 1, 14690, 1161
19103406, 470, -0.03, -0.04, 0.62, 27.95, -35.95, 5.25, 1, 14533, 1163
19118382, 471, -0.01, -0.04, 0.54, 16.78, -33.02, 4.64, 1, 14613, 1165
19133391, 472, -0.02, -0.05, 0.50, 12.15, -38.70, 1.28, 1, 14729, 1167
19148484, 473, -0.05, -0.08, 0.44, 12.76, -46.45, -0.06, 1, 14779, 1169
19163649, 474, -0.07, -0.10, 0.39, 7.20, -61.34, -3.78, 1, 14672, 1172
19178691, 475, -0.08, -0.11, 0.32, 4.58, -60.42, -5.68, 1, 14575, 1174
19193776, 476, -0.08, -0.10, 0.29, 6.96, -49.93, -4.27, 1, 14767, 1176
19208950, 477, -0.08, -0.04, 0.29, 8.79, -43.52, -3.48, 1, 14739, 1178
19224031, 478, -0.07, -0.02, 0.30, -1.59, -21.36, -5.55, 1, 14886, 1180
19239253, 479, -0.03, -0.01, 0.17, -11.17, -13.43, -7.57, 1, 14718, 1182
19254341, 480, -0.03, 0.00, 0.09, -21.18, -10.93, -7.57, 1, 14698, 1184
19269384, 481, -0.00, -0.01, -0.13, -21.91, -12.88, -6.65, 1, 15285, 1186
19285116, 482, 0.03, -0.03, -0.23, -24.96, -17.09, -2.62, 1, 14726, 1188
19300363, 483, 0.16, 0.05, -0.65, -32.84, -20.94, 1.83, 1, 15301, 1190
19316007, 484, 0.24, 0.14, -1.07, -58.04, -24.05, 5.98, 1, 14913, 1192
19331463, 485, 0.54, 0.21, -2.40, -78.49, 11.05, -16.24, 1, 14607, 1194
19346515, 486, 1.31, 0.35, -3.90, -85.94, 51.27, -20.87, 1, 14730, 1196
19361757, 487, 1.94, 0.62, -4.00, -121.28, 208.44, 16.72, 1, 14569, 1198
19376674, 488, 3.50, 1.70, -3.40, -161.87, 346.44, 50.11, 1, 14510, 1200
19391553, 489, 2.92, 1.53, -0.86, 139.10, 634.95, 150.45, 1, 14563, 1202
19406486, 490, -1.23, -1.15, 2.87, 363.83, 289.98, 101.26, 1, 14524, 1204
19421473, 491, -2.72, -2.21, 2.88, 92.65, -167.72, -17.88, 1, 15051, 1206
19436891, 492, 0.72, 0.56, 1.18, -33.02, 55.66, -25.82, 1, 14725, 1208
19452046, 493, 1.77, 1.70, -1.68, 30.70, 0.61, -48.16, 1, 14480, 1210
19466953, 494, 0.41, -0.44, 0.75, 15.75, -47.55, -12.02, 1, 15026, 1212
19482351, 495, -0.55, -0.82, 2.18, -10.99, -27.89, 5.25, 1, 15086, 1214
19497819, 496, -0.18, -0.12, 1.11, -2.50, 20.45, 4.88, 1, 15029, 1216
19513247, 497, 0.19, 0.01, 0.62, -5.31, 15.87, -7.87, 1, 14746, 1218
19528389, 498, -0.00, -0.19, 0.99, -11.17, -10.68, -12.82, 1, 14802, 1220
19543606, 499, -0.17, -0.25, 1.31, -10.56, -14.34, -11.41, 1, 14723, 1223
19558766, 500, 0.06, -0.16, 1.01, -5.13, 5.31, -5.98, 1, 14522, 1225
19573691, 501, 0.25, -0.17, 0.80, 0.67, 27.71, 1.89, 1, 14452, 1227
19588486, 502, 0.12, -0.34, 0.94, -2.93, 19.29, -0.43, 1, 14539, 1228
19603395, 503, 0.07, -0.30, 1.05, -10.38, 9.89, -7.02, 1, 14603, 1230
19618443, 504, 0.11, -0.18, 0.94, -8.97, 6.29, -7.51, 1, 14663, 1232
19633663, 505, 0.15, -0.15, 0.87, -0.98, -4.27, -7.14, 1, 14649, 1235
19648716, 506, 0.11, -0.14, 0.96, 1.53, -6.90, -8.24, 1, 14667, 1237
19663769, 507, 0.04, -0.18, 1.04, 2.32, -0.92, -8.85, 1, 14731, 1239
19678941, 508, 0.01, -0.24, 1.07, 0.79, 3.30, -7.69, 1, 14504, 1241
19693938, 509, 0.06, -0.22, 1.01, -0.67, 3.23, -6.16, 1, 15277, 1243
19709588, 510, 0.10, -0.19, 0.94, -0.49, -1.83, -6.23, 1, 15025, 1245
19725012, 511, 0.06, -0.24, 1.02, -1.04, -1.89, -5.55, 1, 14660, 1247
19740044, 512, 0.04, -0.22, 1.02, -3.72, -0.61, -3.30, 1, 14603, 1249
19755046, 513, 0.05, -0.16, 0.99, -3.97, -0.61, -3.36, 1, 14894, 1251
19770315, 514, 0.07, -0.18, 0.99, -1.65, 0.00, -4.46, 1, 15056, 1253
19785764, 515, 0.12, -0.22, 0.99, -1.28, 0.79, -4.39, 1, 14649, 1255
19800925, 516, 0.11, -0.22, 0.97, -1.59, -0.24, -3.72, 1, 14873, 1257
19816174, 517, 0.09, -0.24, 0.96, -0.92, -1.46, -3.36, 1, 14611, 1259
19831259, 518, 0.08, -0.25, 0.97, -0.24, -1.95, -2.26, 1, 14778, 1261
19846501, 519, 0.05, -0.24, 1.00, -0.92, -1.34, -1.59, 1, 15195, 1263
19862069, 520, 0.04, -0.23, 1.00, -1.71, -0.61, -0.06, 1, 14984, 1265
19877436, 521, 0.04, -0.23, 0.99, -1.77, -0.43, 0.55, 1, 14714, 1267
19892521, 522, 0.05, -0.23, 1.00, -2.62, 0.61, 1.53, 1, 14366, 1269
19907257, 523, 0.07, -0.19, 0.99, -3.05, 0.85, 1.83, 1, 14766, 1271
19922393, 524, 0.07, -0.18, 0.99, -3.30, 0.00, 1.83, 1, 14498, 1273
19937442, 525, 0.06, -0.18, 1.02, -3.42, 0.18, 1.77, 1, 14370, 1275
19952328, 526, 0.06, -0.18, 1.02, -4.03, 2.14, 2.50, 1, 14473, 1277
19967199, 527, 0.08, -0.17, 0.98, -3.23, 2.62, 2.75, 1, 14667, 1279
19982264, 528, 0.09, -0.19, 0.98, 0.18, 2.38, 2.93, 1, 14397, 1281
19997002, 529, 0.07, -0.22, 1.00, 1.10, 2.32, 3.11, 1, 14385, 1283
20011842, 530, 0.07, -0.23, 1.00, 0.98, 2.93, 3.66, 1, 14496, 1285
20026682, 531, 0.07, -0.23, 0.99, 0.67, 2.99, 3.72, 1, 14403, 1287
20041465, 532, 0.07, -0.23, 0.98, -0.73, 2.87, 3.66, 1, 14594, 1289
20056473, 533, 0.09, -0.24, 0.99, -2.62, 2.99, 3.97, 1, 14595, 1291
20071553, 534, 0.09, -0.23, 0.99, -6.90, 1.10, 5.13, 1, 14434, 1293
20086545, 535, 0.09, -0.21, 1.03, -9.83, -0.61, 5.86, 1, 14574, 1295
20101553, 536, 0.09, -0.20, 1.07, -26.86, -2.81, 8.61, 1, 14668, 1297
20116591, 537, 0.10, -0.19, 1.11, -66.41, -8.61, 14.65, 1, 14544, 1299
20131503, 538, 0.11, -0.19, 1.17, -95.52, -7.32, 18.62, 1, 14836, 1301
20146766, 539, 0.08, -0.18, 1.44, -139.47, 24.23, 28.75, 1, 14677, 1303
20161785, 540, 0.13, -0.14, 1.24, -144.84, 29.85, 29.11, 1, 14697, 1305
20176881, 541, 0.15, -0.10, 1.25, -126.83, 7.45, 24.29, 1, 14659, 1307
20191881, 542, 0.15, 0.03, 1.43, -90.09, -8.48, 20.81, 1, 14923, 1309
20207177, 543, 0.14, 0.01, 1.42, -17.70, -48.65, 15.32, 1, 14524, 1311
20222074, 544, 0.02, -0.23, 1.55, 8.06, -63.35, 10.74, 1, 14411, 1313
20236867, 545, -0.04, -0.32, 1.71, 34.67, -49.80, -3.85, 1, 14774, 1315
20252155, 546, -0.04, -0.18, 1.72, 28.20, -30.76, -8.54, 1, 14567, 1317
20267123, 547, -0.03, -0.06, 1.59, 11.23, -18.43, -9.95, 1, 14760, 1319
20282290, 548, -0.00, 0.02, 1.52, 14.47, -23.19, -10.25, 1, 14750, 1321
20297454, 549, 0.02, -0.01, 1.47, 36.19, -41.26, -6.96, 1, 14542, 1323
20312469, 550, 0.04, -0.08, 1.33, 43.70, -51.82, -4.70, 1, 14590, 1325
20327429, 551, 0.03, -0.07, 1.29, 43.64, -62.07, -1.22, 1, 14656, 1327
20342453, 552, 0.01, -0.07, 1.18, 39.37, -63.42, 1.28, 1, 14432, 1329
20357382, 553, 0.01, -0.09, 1.18, 43.70, -60.67, -3.54, 1, 14381, 1331
20372171, 554, 0.01, -0.11, 1.29, 50.35, -52.61, -8.12, 1, 14497, 1333
20387072, 555, 0.01, -0.12, 1.24, 50.66, -43.88, -14.16, 1, 14795, 1335
20402299, 556, 0.04, -0.12, 0.95, 49.44, -53.16, -15.56, 1, 14790, 1337
20417516, 557, 0.02, -0.06, 0.88, 56.27, -80.14, -14.83, 1, 14911, 1339
20432916, 558, -0.02, -0.01, 0.74, 58.35, -88.56, -14.04, 1, 14995, 1341
20448302, 559, -0.05, 0.03, 0.71, 49.38, -92.59, -11.84, 1, 14593, 1343
20463259, 560, -0.04, 0.15, 0.77, 39.61, -80.99, -6.59, 1, 14908, 1345
20478511, 561, -0.02, 0.14, 0.68, 33.26, -62.81, 9.03, 1, 14851, 1347
20493769, 562, -0.04, 0.02, 0.33, 39.37, -67.08, 11.96, 1, 14370, 1350
20508604, 563, -0.06, -0.04, 0.24, 42.91, -65.80, 9.70, 1, 14452, 1352
20523500, 564, -0.08, -0.02, 0.17, 34.06, -60.36, 6.47, 1, 14750, 1353
20538698, 565, -0.08, -0.01, 0.13, 18.86, -53.77, 3.05, 1, 14525, 1356
20553593, 566, -0.07, -0.01, -0.02, 20.45, -52.12, 3.30, 1, 14517, 1358
20568548, 567, -0.09, -0.03, -0.01, 20.94, -31.80, 5.92, 1, 14916, 1359
20583909, 568, -0.05, -0.11, 0.08, 0.37, 2.81, 0.49, 1, 14536, 1362
20598815, 569, -0.01, -0.12, 0.08, -5.19, 11.41, -2.69, 1, 14554, 1364
20613816, 570, -0.02, -0.10, 0.01, -9.70, 5.43, -7.39, 1, 14683, 1366
20628880, 571, -0.04, -0.07, -0.04, -9.77, 0.85, -8.67, 1, 14762, 1368
20644021, 572, -0.05, -0.05, -0.02, -17.88, 4.52, -9.09, 1, 15025, 1370
20659425, 573, -0.01, 0.05, -0.06, -24.78, 9.03, -7.39, 1, 14550, 1372
20674385, 574, 0.02, 0.07, -0.21, -28.32, 7.45, -0.12, 1, 14445, 1374
20689181, 575, 0.13, 0.14, -0.84, -34.55, -1.71, 0.49, 1, 14491, 1376
20704200, 576, 0.22, 0.16, -1.30, -69.82, -28.99, -1.22, 1, 14683, 1378
20719287, 577, 0.61, 0.24, -2.48, -90.64, -43.21, 3.54, 1, 14525, 1380
20734250, 578, 0.95, 0.40, -3.12, -132.20, -11.66, 14.40, 1, 14513, 1382
20749142, 579, 1.72, 1.27, -3.33, -165.28, 60.61, 21.61, 1, 14393, 1384
20763932, 580, 2.23, 1.68, -2.64, -226.68, 269.41, 54.50, 1, 14422, 1386
20778824, 581, 1.79, 1.17, 1.41, -40.16, 495.30, 134.83, 1, 14248, 1388
20793470, 582, 0.56, -0.77, 3.27, 455.26, 258.54, 88.01, 1, 14638, 1389
20808659, 583, -2.52, -2.34, 3.09, 263.67, -193.97, -31.92, 1, 15022, 1392
20824118, 584, -0.74, -1.04, 2.07, -127.32, 19.17, -127.75, 1, 14916, 1394
20839514, 585, 1.96, 2.15, -2.14, -115.17, 2.99, -147.77, 1, 14999, 1396
20854990, 586, 0.78, 0.75, -1.30, 52.31, -19.35, 3.17, 1, 14388, 1398
20869858, 587, -0.37, -0.88, 2.70, 33.81, 43.70, 9.16, 1, 14388, 1400
20884679, 588, -0.46, -0.32, 1.87, -23.56, -16.78, -24.35, 1, 15226, 1402
20900258, 589, 0.08, -0.01, 0.47, -15.32, -2.01, -14.53, 1, 14720, 1404
20915390, 590, 0.10, -0.18, 0.61, -3.66, 5.13, -7.45, 1, 14685, 1406
20930473, 591, -0.14, -0.27, 1.31, -5.07, 9.34, -8.73, 1, 14547, 1408
20945426, 592, -0.04, -0.21, 1.22, -4.33, 29.79, -2.69, 1, 14731, 1410
20960623, 593, 0.25, -0.22, 0.79, -1.89, 38.21, 2.01, 1, 14758, 1412
20975839, 594, 0.22, -0.29, 0.82, -5.62, 23.68, -5.43, 1, 14987, 1414
20991198, 595, 0.03, -0.18, 1.06, -11.84, -5.43, -13.49, 1, 14673, 1416
21006244, 596, -0.02, -0.13, 1.09, -9.77, -9.16, -11.84, 1, 14799, 1418
21021413, 597, 0.02, -0.13, 0.98, -1.89, -0.24, -9.46, 1, 14595, 1420
21036423, 598, 0.07, -0.14, 0.92, 1.22, 4.52, -10.56, 1, 14380, 1422
21051425, 599, 0.06, -0.20, 0.98, 3.36, 10.31, -11.29, 1, 14421, 1424
21066217, 600, 0.04, -0.24, 1.04, 1.34, 10.07, -11.05, 1, 14311, 1426
21080946, 601, 0.04, -0.20, 1.01, -1.71, 3.72, -10.50, 1, 14992, 1428
21096336, 602, 0.05, -0.19, 0.97, -0.79, 0.61, -10.25, 1, 14686, 1430
21111366, 603, 0.05, -0.21, 0.98, 0.92, -0.85, -9.09, 1, 14412, 1432
21126183, 604, 0.05, -0.21, 0.99, 0.55, -0.12, -8.36, 1, 14468, 1434
21141091, 605, 0.06, -0.21, 0.98, 0.06, 0.61, -7.75, 1, 14524, 1436
21155995, 606, 0.09, -0.24, 0.97, 0.06, 0.31, -7.75, 1, 14515, 1438
21170908, 607, 0.09, -0.24, 0.97, -0.92, 0.18, -7.26, 1, 14586, 1440
21185895, 608, 0.06, -0.22, 0.98, -1.40, 0.31, -6.71, 1, 14825, 1442
21201120, 609, 0.05, -0.22, 0.99, -2.14, 0.37, -5.43, 1, 14734, 1444
21216288, 610, 0.02, -0.19, 1.02, -2.20, 0.73, -4.82, 1, 14936, 1446
21231620, 611, 0.01, -0.18, 1.03, -1.95, 2.56, -3.30, 1, 14736, 1448
21246698, 612, 0.03, -0.18, 1.02, -1.95, 2.56, -3.30, 0, 10436, 1450
21257544, 613, 0.05, -0.20, 1.01, -2.38, 4.64, -2.44, 1, 14778, 1451
21272693, 614, 0.06, -0.21, 1.00, -6.10, 5.07, -2.20, 1, 14660, 1453
21287752, 615, 0.05, -0.19, 1.01, -9.52, 4.39, -1.89, 1, 14405, 1455
21302669, 616, 0.04, -0.16, 1.02, -15.08, 6.16, -0.98, 1, 14480, 1457
21317600, 617, 0.03, -0.16, 1.04, -17.09, 8.91, 0.06, 1, 14549, 1459
21332491, 618, 0.05, -0.18, 1.07, -44.62, 12.76, 6.41, 1, 14745, 1461
21347605, 619, 0.04, -0.12, 0.97, -61.46, 9.89, 11.41, 1, 14543, 1463
21362527, 620, 0.04, -0.13, 0.93, -29.79, -3.78, 13.92, 1, 14776, 1465
21377704, 621, 0.13, -0.23, 0.93, -15.32, -4.09, 12.70, 1, 14766, 1467
21392837, 622, 0.14, -0.21, 0.95, -10.19, 4.21, 4.70, 1, 14738, 1469
21407941, 623, 0.09, -0.13, 1.01, -8.61, 5.00, 0.98, 1, 14769, 1471
21423053, 624, 0.07, -0.11, 1.04, 0.49, 2.93, -2.38, 1, 14484, 1473
21437944, 625, 0.08, -0.11, 1.03, 5.86, 2.20, -2.32, 1, 14637, 1475
21453022, 626, 0.10, -0.10, 1.01, 10.74, -1.95, -3.11, 1, 14791, 1477
21468248, 627, 0.10, -0.13, 0.96, 9.09, -6.41, -4.03, 1, 14702, 1479
21483381, 628, 0.06, -0.15, 0.97, 7.93, -4.58, -4.52, 1, 14490, 1481
21498414, 629, 0.06, -0.15, 0.99, 3.54, -1.95, -5.55, 1, 14549, 1483
21513336, 630, 0.05, -0.14, 1.01, 0.67, -3.48, -4.58, 1, 14531, 1485
21528265, 631, 0.03, -0.14, 1.02, 0.43, -3.54, -1.89, 1, 14637, 1487
21543293, 632, 0.03, -0.13, 1.02, 4.88, -0.85, -1.16, 1, 14611, 1489
21558307, 633, 0.04, -0.15, 1.02, 18.07, 3.91, 0.92, 1, 14781, 1491
21573459, 634, 0.07, -0.17, 1.00, 22.95, 4.39, 2.44, 1, 14650, 1493
21588510, 635, 0.07, -0.18, 0.99, 30.40, 4.03, 5.98, 1, 14414, 1495
21603360, 636, 0.07, -0.18, 0.99, 31.74, 4.33, 9.16, 1, 14317, 1497
21618057, 637, 0.08, -0.17, 0.99, 28.63, 2.62, 15.26, 1, 14261, 1499
21632698, 638, 0.10, -0.20, 0.98, 23.25, -0.37, 15.56, 1, 14464, 1501
21647562, 639, 0.14, -0.21, 1.01, -20.02, 5.25, 21.85, 1, 14560, 1503
21662519, 640, 0.34, -0.18, 1.13, -66.10, 23.86, 45.84, 1, 14455, 1505
21677317, 641, 0.17, -0.24, 1.17, -94.36, 54.32, 82.40, 1, 14787, 1507
21692448, 642, 0.06, -0.17, 1.15, -91.61, 47.18, 70.50, 1, 14800, 1509
21707591, 643, 0.14, -0.04, 1.06, -97.23, 11.84, 45.29, 1, 14589, 1511
21722662, 644, 0.01, 0.05, 0.87, -94.18, -2.62, 46.57, 1, 14509, 1513
21737594, 645, -0.01, 0.00, 0.98, -106.51, 0.37, 60.06, 1, 14483, 1515
21752504, 646, 0.22, -0.07, 1.23, -128.11, 9.89, 65.49, 1, 14395, 1517
21767267, 647, 0.23, 0.04, 1.15, -154.66, -14.34, 75.01, 1, 14464, 1519
21782194, 648, 0.04, 0.04, 1.09, -159.36, -36.38, 82.89, 1, 14574, 1521
